,album_id,album_name,artist_id,artist_name,duration_ms,explicit,popularity,release_date,song_name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,album_popularity,record_label,artist_followers,artist_genres,artist_popularity
7y883gLtmTAfkM4RvAsTA1,3hvjTC9OSOrf6SFQmfqLNX,Boxer,2cCUtGK9sDU2EoElnk0GNB,The National,212533,False,38,2007-05-22,Apartment Story,0.00837,0.55,0.836,0.758,11,0.0934,-5.485,1,0.0362,141.988,4,0.787,55,Beggars Banquet,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
155Xd1apPAbslc4WA49wPa,3hvjTC9OSOrf6SFQmfqLNX,Boxer,2cCUtGK9sDU2EoElnk0GNB,The National,196400,False,43,2007-05-22,Start A War,0.875,0.655,0.445,0.634,0,0.115,-12.06,1,0.0274,130.012,4,0.14,55,Beggars Banquet,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
2oCtEQQ6BezDWy8qPxo6Wk,3hvjTC9OSOrf6SFQmfqLNX,Boxer,2cCUtGK9sDU2EoElnk0GNB,The National,198933,False,34,2007-05-22,Guest Room,0.119,0.576,0.626,0.888,9,0.14,-7.541,1,0.028,135.954,4,0.546,55,Beggars Banquet,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
43N000HFpEvJN7F8UeBU9U,3hvjTC9OSOrf6SFQmfqLNX,Boxer,2cCUtGK9sDU2EoElnk0GNB,The National,204240,False,34,2007-05-22,Racing Like A Pro,0.932,0.395,0.391,0.666,2,0.09,-9.771,0,0.0291,92.853,4,0.107,55,Beggars Banquet,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
4PRUsCNUV70lFhkF1ViOHj,3hvjTC9OSOrf6SFQmfqLNX,Boxer,2cCUtGK9sDU2EoElnk0GNB,The National,243200,False,37,2007-05-22,Ada,0.641,0.556,0.505,0.884,7,0.103,-9.617,1,0.0296,116.944,4,0.144,55,Beggars Banquet,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
4q8AGDL52LwEQMjq1k9d5F,3hvjTC9OSOrf6SFQmfqLNX,Boxer,2cCUtGK9sDU2EoElnk0GNB,The National,269200,False,43,2007-05-22,Gospel,0.827,0.574,0.31,0.499,0,0.107,-12.369,1,0.0272,83.013,4,0.214,55,Beggars Banquet,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
1bAuiVz7j2Qa78fssoVjKq,59gXPxZ8CwFaeknPxtxXHZ,High Violet,2cCUtGK9sDU2EoElnk0GNB,The National,279760,False,34,2010-05-11,Terrible Love,0.549,0.257,0.794,0.722,7,0.118,-6.023,1,0.0563,77.923,4,0.35,47,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
7cHcIOBRdq5M2ZYqpupOV0,59gXPxZ8CwFaeknPxtxXHZ,High Violet,2cCUtGK9sDU2EoElnk0GNB,The National,205213,False,34,2010-05-11,Sorrow,0.172,0.55,0.74,0.659,1,0.0584,-8.83,0,0.0274,122.278,4,0.521,47,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
3lCQ8RbB6fJaMn3mK7XRIK,59gXPxZ8CwFaeknPxtxXHZ,High Violet,2cCUtGK9sDU2EoElnk0GNB,The National,174173,False,32,2010-05-11,Anyone’s Ghost,0.281,0.745,0.789,0.776,6,0.108,-7.133,1,0.0915,120.064,4,0.745,47,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
5zw0V8qKdQKqBBsm4I4wz2,59gXPxZ8CwFaeknPxtxXHZ,High Violet,2cCUtGK9sDU2EoElnk0GNB,The National,276640,False,30,2010-05-11,Little Faith,0.418,0.418,0.725,0.128,7,0.0776,-7.729,0,0.0359,149.993,4,0.338,47,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
0riCBdanE8M6z2VOoErDZw,59gXPxZ8CwFaeknPxtxXHZ,High Violet,2cCUtGK9sDU2EoElnk0GNB,The National,259093,False,32,2010-05-11,Afraid Of Everyone,0.504,0.527,0.778,0.8,9,0.0997,-7.639,0,0.0508,126.027,4,0.24,47,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
5JAWf4omEzwccQNE8Y6kvn,59gXPxZ8CwFaeknPxtxXHZ,High Violet,2cCUtGK9sDU2EoElnk0GNB,The National,275933,False,38,2010-05-11,Bloodbuzz Ohio,0.0554,0.39,0.834,0.18,9,0.103,-6.367,1,0.0444,157.077,4,0.684,47,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
000DcCEzHlmBNoVJ6CbMnw,59gXPxZ8CwFaeknPxtxXHZ,High Violet,2cCUtGK9sDU2EoElnk0GNB,The National,203733,False,32,2010-05-11,Lemonworld,0.63,0.648,0.745,0.709,1,0.0902,-8.546,1,0.0356,126.008,4,0.588,47,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
0ixsO0C70FhixBXjBgaCSP,59gXPxZ8CwFaeknPxtxXHZ,High Violet,2cCUtGK9sDU2EoElnk0GNB,The National,333786,False,32,2010-05-11,Runaway,0.869,0.583,0.441,0.557,4,0.117,-10.321,1,0.0325,135.037,3,0.349,47,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
3lhcaMmZQAlllPTu1CgMtK,59gXPxZ8CwFaeknPxtxXHZ,High Violet,2cCUtGK9sDU2EoElnk0GNB,The National,258933,False,33,2010-05-11,Conversation 16,0.611,0.554,0.851,0.913,11,0.24,-7.61,0,0.0369,116.976,4,0.513,47,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
1HWfQwxh9ADFMDDPv4lsYm,59gXPxZ8CwFaeknPxtxXHZ,High Violet,2cCUtGK9sDU2EoElnk0GNB,The National,340186,False,34,2010-05-11,England,0.701,0.491,0.645,0.819,0,0.106,-8.955,0,0.0398,122.97,4,0.258,47,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
3ORyzvDTTOJx9JIGxh2jBF,59gXPxZ8CwFaeknPxtxXHZ,High Violet,2cCUtGK9sDU2EoElnk0GNB,The National,252200,False,32,2010-05-11,Vanderlyle Crybaby Geeks,0.702,0.468,0.513,0.000119,9,0.174,-7.683,1,0.0282,117.933,3,0.31,47,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
6gf7WF9nXNON9HdNtrdEDq,2JhR4tjuc3MIKa8v2JaKze,Trouble Will Find Me,2cCUtGK9sDU2EoElnk0GNB,The National,248043,False,57,2013-05-27,I Should Live in Salt,0.188,0.519,0.618,7.34e-06,5,0.106,-7.103,1,0.0254,134.036,4,0.139,70,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
6OQip5XRRwqZJVFEJu8UTM,2JhR4tjuc3MIKa8v2JaKze,Trouble Will Find Me,2cCUtGK9sDU2EoElnk0GNB,The National,211546,True,49,2013-05-27,Demons,0.103,0.536,0.776,0.871,4,0.0835,-6.328,0,0.0417,149.891,1,0.403,70,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
0QEHU0ZccfSXYUpF2iVUab,2JhR4tjuc3MIKa8v2JaKze,Trouble Will Find Me,2cCUtGK9sDU2EoElnk0GNB,The National,285533,False,58,2013-05-27,Don't Swallow the Cap,0.407,0.454,0.663,0.0466,5,0.0913,-8.54,1,0.0415,173.988,4,0.463,70,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
64zdnlftDUEpPQbOut0sV2,2JhR4tjuc3MIKa8v2JaKze,Trouble Will Find Me,2cCUtGK9sDU2EoElnk0GNB,The National,178106,False,50,2013-05-27,Fireproof,0.96,0.481,0.472,0.00916,3,0.114,-10.54,0,0.0357,115.978,4,0.311,70,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
7cmMZ45nWU8JtvdIzgXlli,2JhR4tjuc3MIKa8v2JaKze,Trouble Will Find Me,2cCUtGK9sDU2EoElnk0GNB,The National,221440,False,49,2013-05-27,Sea of Love,0.138,0.458,0.825,0.88,0,0.116,-6.301,1,0.0367,145.997,4,0.522,70,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
1rEEgRINO05qGniV12qiZP,2JhR4tjuc3MIKa8v2JaKze,Trouble Will Find Me,2cCUtGK9sDU2EoElnk0GNB,The National,263200,False,48,2013-05-27,Heavenfaced,0.644,0.511,0.496,0.294,0,0.0887,-9.424,1,0.0365,160.017,3,0.163,70,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
6XW2rKHwNnX5qzk79Qis9w,2JhR4tjuc3MIKa8v2JaKze,Trouble Will Find Me,2cCUtGK9sDU2EoElnk0GNB,The National,283386,False,59,2013-05-27,This Is The Last Time,0.644,0.499,0.496,0.368,0,0.0934,-10.246,0,0.0327,140.047,4,0.14,70,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
20byjuLA86KfF9qjzxiwWG,2JhR4tjuc3MIKa8v2JaKze,Trouble Will Find Me,2cCUtGK9sDU2EoElnk0GNB,The National,275400,False,53,2013-05-27,Graceless,0.154,0.438,0.852,0.726,1,0.112,-6.379,0,0.177,171.988,4,0.346,70,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
3QinothXo6s9uhwCXlI8wp,2JhR4tjuc3MIKa8v2JaKze,Trouble Will Find Me,2cCUtGK9sDU2EoElnk0GNB,The National,265066,True,47,2013-05-27,Slipped,0.779,0.473,0.423,0.00393,1,0.0952,-10.165,0,0.0346,115.944,4,0.157,70,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
6INX6gjqGXL5jDkt2IcdtU,2JhR4tjuc3MIKa8v2JaKze,Trouble Will Find Me,2cCUtGK9sDU2EoElnk0GNB,The National,300733,False,48,2013-05-27,Humiliation,0.776,0.469,0.702,0.253,5,0.254,-8.596,0,0.0423,167.755,4,0.433,70,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
193ZaXTaD0dPz66pUYS3SQ,2JhR4tjuc3MIKa8v2JaKze,Trouble Will Find Me,2cCUtGK9sDU2EoElnk0GNB,The National,276200,False,52,2013-05-27,Pink Rabbits,0.789,0.501,0.657,0.0997,9,0.0908,-7.332,1,0.0443,110.11,4,0.282,70,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
0YWGfHR36uvQwbOUvMhJuz,2JhR4tjuc3MIKa8v2JaKze,Trouble Will Find Me,2cCUtGK9sDU2EoElnk0GNB,The National,253454,False,47,2013-05-27,Hard To Find,0.791,0.457,0.515,0.00491,8,0.0976,-12.015,1,0.0318,113.921,5,0.102,70,4AD,942997,"['chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",70
5sCgAEMpSh5gxs1ZdR7Lgn,0N6l5yx7KgDto3VE8Dp07u,Classical Moods: Nostalgia,0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,286673,False,8,2012-01-17,"Prélude No. 4 in D Major, Op. 23",0.992,0.36,0.0468,0.912,2,0.082,-22.77,1,0.0473,130.723,3,0.0381,35,X5 Music Group,229007,"['classical', 'post-romantic_era', 'russian_romanticism', 'ukrainian_classical']",62
65Wnh7OQfGFxzkHLTK1a92,0tFQcJyS2Ui3vtiijAEdwS,Mule Variations,7x83XhcMbOTl1UdYsPTuZM,Tom Waits,219933,False,0,1999-04-27,Picture In A Frame,0.935,0.414,0.173,0.000258,3,0.127,-15.185,1,0.0323,110.319,4,0.278,2,Anti/Epitaph,698177,"['folk', 'folk_rock', 'folk-pop', 'roots_rock', 'singer-songwriter', 'traditional_folk']",64
4kl5l7LzhTLOO3RoUJ59ei,0MVK1j7wrUkBZ09ZuMURJA,1989,2qc41rNTtdLK0tV3mJn2Pm,Ryan Adams,367386,False,40,2015-09-21,Out Of The Woods,0.175,0.316,0.396,0.00267,6,0.0979,-8.729,1,0.0281,133.834,3,0.108,54,"Capitol Records, LLC",443645,"['alternative_country', 'folk-pop', 'indie_folk', 'indie_rock', 'modern_rock', 'neo_mellow', 'new_americana', 'pop_rock', 'roots_rock', 'singer-songwriter', 'stomp_and_holler']",64
0nNdfyMVJbSX2DWko3mvcK,4ENah6iWByAVrxQS7uiF87,Closing Time,7x83XhcMbOTl1UdYsPTuZM,Tom Waits,237466,False,2,1973-10-01,Ol' 55,0.87,0.418,0.301,0.000239,6,0.135,-15.549,1,0.0362,110.249,4,0.32,11,Rhino/Elektra,698177,"['folk', 'folk_rock', 'folk-pop', 'roots_rock', 'singer-songwriter', 'traditional_folk']",64
0oYo06FRCBtrE3kWrDcsDF,4ENah6iWByAVrxQS7uiF87,Closing Time,7x83XhcMbOTl1UdYsPTuZM,Tom Waits,234533,False,9,1973-10-01,I Hope That I Don't Fall In Love With You,0.919,0.558,0.177,0.000211,0,0.113,-16.368,1,0.028,85.887,4,0.455,11,Rhino/Elektra,698177,"['folk', 'folk_rock', 'folk-pop', 'roots_rock', 'singer-songwriter', 'traditional_folk']",64
2pTgW5CF6wCla06se7AYlV,4ENah6iWByAVrxQS7uiF87,Closing Time,7x83XhcMbOTl1UdYsPTuZM,Tom Waits,190333,False,0,1973-10-01,Virginia Avenue,0.868,0.439,0.237,0,3,0.0971,-13.982,1,0.046,107.133,4,0.209,11,Rhino/Elektra,698177,"['folk', 'folk_rock', 'folk-pop', 'roots_rock', 'singer-songwriter', 'traditional_folk']",64
1v1TYlmS69wzrK53Ww3u1v,4ENah6iWByAVrxQS7uiF87,Closing Time,7x83XhcMbOTl1UdYsPTuZM,Tom Waits,220733,False,0,1973-10-01,Old Shoes [& Picture Postcards],0.63,0.63,0.393,0.000375,7,0.0945,-15.055,1,0.0395,119.872,3,0.495,11,Rhino/Elektra,698177,"['folk', 'folk_rock', 'folk-pop', 'roots_rock', 'singer-songwriter', 'traditional_folk']",64
6eA8tiQtLtov3Km1XtqQy2,4ENah6iWByAVrxQS7uiF87,Closing Time,7x83XhcMbOTl1UdYsPTuZM,Tom Waits,206866,False,0,1973-10-01,Midnight Lullaby,0.962,0.422,0.173,0.000109,8,0.131,-16.504,1,0.0399,102.764,4,0.239,11,Rhino/Elektra,698177,"['folk', 'folk_rock', 'folk-pop', 'roots_rock', 'singer-songwriter', 'traditional_folk']",64
6YaCKTSSA6WuaSzyCSJVCg,4ENah6iWByAVrxQS7uiF87,Closing Time,7x83XhcMbOTl1UdYsPTuZM,Tom Waits,270733,False,4,1973-10-01,Martha,0.975,0.269,0.151,0.159,3,0.138,-19.314,1,0.0364,120.889,4,0.232,11,Rhino/Elektra,698177,"['folk', 'folk_rock', 'folk-pop', 'roots_rock', 'singer-songwriter', 'traditional_folk']",64
5W0EPGhSsZFAQS8YrzM7X1,4ENah6iWByAVrxQS7uiF87,Closing Time,7x83XhcMbOTl1UdYsPTuZM,Tom Waits,243333,False,1,1973-10-01,Rosie,0.944,0.384,0.132,0.0318,3,0.105,-19.166,1,0.0359,69.48,4,0.312,11,Rhino/Elektra,698177,"['folk', 'folk_rock', 'folk-pop', 'roots_rock', 'singer-songwriter', 'traditional_folk']",64
7jPTdhy82ipcWYVwCnIkiX,4ENah6iWByAVrxQS7uiF87,Closing Time,7x83XhcMbOTl1UdYsPTuZM,Tom Waits,192800,False,0,1973-10-01,Lonely,0.986,0.242,0.0305,0.00186,3,0.106,-22.055,1,0.0381,171.702,5,0.296,11,Rhino/Elektra,698177,"['folk', 'folk_rock', 'folk-pop', 'roots_rock', 'singer-songwriter', 'traditional_folk']",64
5gJKXB6p4FtcxhRNG497AX,4ENah6iWByAVrxQS7uiF87,Closing Time,7x83XhcMbOTl1UdYsPTuZM,Tom Waits,185640,False,2,1973-10-01,Ice Cream Man,0.811,0.426,0.523,0.000422,0,0.218,-13.142,0,0.0933,179.532,4,0.508,11,Rhino/Elektra,698177,"['folk', 'folk_rock', 'folk-pop', 'roots_rock', 'singer-songwriter', 'traditional_folk']",64
52ahnWFRB6TxmbqlwdBPXO,4ENah6iWByAVrxQS7uiF87,Closing Time,7x83XhcMbOTl1UdYsPTuZM,Tom Waits,218093,False,1,1973-10-01,Little Trip To Heaven [On The Wings Of Your Love],0.9,0.489,0.139,7.03e-06,1,0.202,-17.353,1,0.0353,69.783,4,0.202,11,Rhino/Elektra,698177,"['folk', 'folk_rock', 'folk-pop', 'roots_rock', 'singer-songwriter', 'traditional_folk']",64
6xUQ7YN3cuDWWVeIolFlhb,4ENah6iWByAVrxQS7uiF87,Closing Time,7x83XhcMbOTl1UdYsPTuZM,Tom Waits,290400,False,1,1973-10-01,Grapefruit Moon,0.964,0.376,0.167,0.0689,0,0.288,-17.102,1,0.0296,74.912,4,0.206,11,Rhino/Elektra,698177,"['folk', 'folk_rock', 'folk-pop', 'roots_rock', 'singer-songwriter', 'traditional_folk']",64
6yshtDWTn9ZP4m3ATFNJSi,4ENah6iWByAVrxQS7uiF87,Closing Time,7x83XhcMbOTl1UdYsPTuZM,Tom Waits,260640,False,1,1973-10-01,Closing Time,0.902,0.355,0.0937,0.0517,1,0.0951,-19.653,1,0.0334,74.192,3,0.154,11,Rhino/Elektra,698177,"['folk', 'folk_rock', 'folk-pop', 'roots_rock', 'singer-songwriter', 'traditional_folk']",64
1KBUrBf50QNhi7mqmo6FjQ,20OPxsW0aYB6InxDImJRdt,Our Endless Numbered Days,4M5nCE77Qaxayuhp3fVn4V,Iron & Wine,299453,False,2,2004-03-23,"Sodom, South Georgia",0.898,0.727,0.202,0.39,2,0.102,-14.287,1,0.0443,120.991,4,0.544,22,Sub Pop,712564,"['acoustic_pop', 'chamber_pop', 'folk-pop', 'indie_folk', 'indie_pop', 'modern_rock', 'neo_mellow', 'new_americana', 'stomp_and_holler']",70
1SCvt4XOEzrzzcPK9sc91L,2mfBfecmeq4XsCUJRq4PPp,Alarms in the Heart,5VIq5RHAbVUMF700vdwfYw,Dry the River,207213,False,16,2014-08-26,Alarms in the Heart,0.12,0.213,0.628,0.00575,9,0.617,-6.834,0,0.0364,125.837,5,0.179,29,PIAS America,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
16QAkk4Xd5cFOMcxwlOnST,2mfBfecmeq4XsCUJRq4PPp,Alarms in the Heart,5VIq5RHAbVUMF700vdwfYw,Dry the River,217906,False,13,2014-08-26,Hidden Hand,0.0255,0.333,0.756,0.00578,11,0.0871,-5.437,1,0.0365,138.834,4,0.628,29,PIAS America,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
1FZnAG3P4KUru95SFoL60x,2mfBfecmeq4XsCUJRq4PPp,Alarms in the Heart,5VIq5RHAbVUMF700vdwfYw,Dry the River,230546,False,12,2014-08-26,Roman Candle (feat. Emma Pollock),0.552,0.337,0.5,0.0249,8,0.153,-7.04,0,0.0261,92.707,4,0.0756,29,PIAS America,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
6pSYSkr9x8OzVq5NFFmp7o,2mfBfecmeq4XsCUJRq4PPp,Alarms in the Heart,5VIq5RHAbVUMF700vdwfYw,Dry the River,218280,False,13,2014-08-26,Med School,0.0245,0.392,0.793,0.00305,0,0.0894,-6.606,0,0.0316,98.024,4,0.43,29,PIAS America,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
2iYLxQLq82foySmB9wl8MH,2mfBfecmeq4XsCUJRq4PPp,Alarms in the Heart,5VIq5RHAbVUMF700vdwfYw,Dry the River,218186,False,14,2014-08-26,It Was Love That Laid Us Low,0.639,0.523,0.416,0.000941,3,0.107,-10.956,0,0.0262,105.88,4,0.259,29,PIAS America,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
1V4QnXYBMqddPeMjen3JpN,2mfBfecmeq4XsCUJRq4PPp,Alarms in the Heart,5VIq5RHAbVUMF700vdwfYw,Dry the River,250226,False,21,2014-08-26,Gethsemane,0.334,0.302,0.462,4.91e-05,9,0.124,-8.36,1,0.0326,125.528,4,0.145,29,PIAS America,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
20itybyetg5QOb8UEdLwpd,2mfBfecmeq4XsCUJRq4PPp,Alarms in the Heart,5VIq5RHAbVUMF700vdwfYw,Dry the River,200400,False,12,2014-08-26,Rollerskate,0.0272,0.257,0.783,0.0022,8,0.304,-5.948,0,0.0613,132.697,4,0.192,29,PIAS America,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
5wDEyqDdqXOwqcksevod5Q,2mfBfecmeq4XsCUJRq4PPp,Alarms in the Heart,5VIq5RHAbVUMF700vdwfYw,Dry the River,194866,False,12,2014-08-26,Everlasting Light,0.0027,0.422,0.902,0.178,3,0.254,-4.728,0,0.042,135.942,4,0.615,29,PIAS America,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
4wGGWZHX1RXAkJLngvOKrR,2mfBfecmeq4XsCUJRq4PPp,Alarms in the Heart,5VIq5RHAbVUMF700vdwfYw,Dry the River,312133,False,25,2014-08-26,Vessel,0.407,0.256,0.396,0.00932,6,0.127,-7.915,1,0.0327,125.345,3,0.132,29,PIAS America,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
41Vo4EJ3ckz6UoNNg9oOMj,2mfBfecmeq4XsCUJRq4PPp,Alarms in the Heart,5VIq5RHAbVUMF700vdwfYw,Dry the River,664240,False,11,2014-08-26,Hope Diamond,0.884,0.214,0.293,0.114,6,0.0729,-13.376,0,0.0384,96.147,4,0.0549,29,PIAS America,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
6AaJPWQwYrwzbSnxWWVlWU,66ImW6eu82Ss5B1UGzwsuL,Shallow Bed (Acoustic),5VIq5RHAbVUMF700vdwfYw,Dry the River,66933,False,21,2012-12-14,Animal Skins - Acoustic,0.96,0.225,0.322,0.253,3,0.119,-9.37,1,0.0321,140.253,3,0.175,44,RCA Records Label,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
1AoZDVnb10nBwGrulFKCDh,66ImW6eu82Ss5B1UGzwsuL,Shallow Bed (Acoustic),5VIq5RHAbVUMF700vdwfYw,Dry the River,257200,False,31,2012-12-14,New Ceremony - Acoustic,0.763,0.588,0.358,1.33e-06,2,0.158,-10.47,1,0.028,110.966,4,0.197,44,RCA Records Label,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
3mJyjohY5vN96Vb8FXXqAD,66ImW6eu82Ss5B1UGzwsuL,Shallow Bed (Acoustic),5VIq5RHAbVUMF700vdwfYw,Dry the River,190333,False,44,2012-12-14,Shield Your Eyes - Acoustic,0.8,0.43,0.395,0,10,0.283,-10.493,1,0.0319,111.844,4,0.236,44,RCA Records Label,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
0PTbJ3orWmo0s2SVeOi30c,66ImW6eu82Ss5B1UGzwsuL,Shallow Bed (Acoustic),5VIq5RHAbVUMF700vdwfYw,Dry the River,247280,False,26,2012-12-14,History Book - Acoustic,0.875,0.413,0.269,3.47e-06,2,0.143,-11.27,1,0.034,119.987,4,0.19,44,RCA Records Label,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
7rtZEncB5nRRJ1P6pBaXGr,66ImW6eu82Ss5B1UGzwsuL,Shallow Bed (Acoustic),5VIq5RHAbVUMF700vdwfYw,Dry the River,217253,False,21,2012-12-14,The Chambers & The Valves - Acoustic,0.71,0.375,0.362,0,11,0.0954,-9.868,1,0.0312,119.838,4,0.175,44,RCA Records Label,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
5hbPEY2EgBYnozU0AqH6ke,66ImW6eu82Ss5B1UGzwsuL,Shallow Bed (Acoustic),5VIq5RHAbVUMF700vdwfYw,Dry the River,201746,False,21,2012-12-14,Demons - Acoustic,0.915,0.208,0.177,4.13e-05,1,0.113,-13.443,1,0.037,102.933,4,0.0378,44,RCA Records Label,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
72jcuCHUEtYjtvCbBy0KER,66ImW6eu82Ss5B1UGzwsuL,Shallow Bed (Acoustic),5VIq5RHAbVUMF700vdwfYw,Dry the River,205120,False,25,2012-12-14,No Rest - Acoustic,0.845,0.277,0.27,0,6,0.148,-9.397,1,0.0297,137.087,4,0.236,44,RCA Records Label,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
3wq9mDU9O7jsPUh8fkDARs,66ImW6eu82Ss5B1UGzwsuL,Shallow Bed (Acoustic),5VIq5RHAbVUMF700vdwfYw,Dry the River,228826,False,22,2012-12-14,Shaker Hymns - Acoustic,0.915,0.388,0.245,0.00168,10,0.112,-12.502,1,0.0275,99.108,4,0.194,44,RCA Records Label,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
4l7hMKW5F6DRoGQj1USvHq,66ImW6eu82Ss5B1UGzwsuL,Shallow Bed (Acoustic),5VIq5RHAbVUMF700vdwfYw,Dry the River,274080,False,23,2012-12-14,Weights & Measures - Acoustic,0.853,0.396,0.274,0,1,0.0971,-10.548,1,0.0301,116.23,3,0.128,44,RCA Records Label,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
6btHIhSfGgKLih8paywdlL,66ImW6eu82Ss5B1UGzwsuL,Shallow Bed (Acoustic),5VIq5RHAbVUMF700vdwfYw,Dry the River,197920,False,20,2012-12-14,Lion's Den - Acoustic,0.944,0.436,0.231,0.000835,1,0.0945,-12.143,1,0.0322,122.976,4,0.126,44,RCA Records Label,79596,"['chamber_pop', 'indie_folk', 'melancholia', 'stomp_and_holler']",42
