,album_id,album_name,artist_id,artist_name,duration_ms,explicit,popularity,release_date,song_name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,album_popularity,record_label,artist_followers,artist_genres,artist_popularity
6UUL6mVus7dn7sw5O6Zd7p,1xroovsaQjS7u5DmTvd0VT,Faith You Might / In Case I Don't Feel,56tbeL5xhBPxby544GuK3E,Kevin Garrett,252186,False,49,2019-02-01,Faith You Might,0.728,0.517,0.458,0.261,2,0.0925,-12.209,1,0.0576,149.756,4,0.612,46,"KG Music, LLC",89152,"['electropop', 'indie_cafe_pop', 'indie_r&b', 'pittsburgh_indie', 'pop']",59
75ZKw8JLaFsYr51J44fQ4N,2e05jEqzsX5SeYkGQQxkFf,drive all night,3HXLY1sNXIxHfulrjPiRf5,joan,178480,False,53,2019-02-01,drive all night,0.000184,0.542,0.758,5.63e-06,9,0.144,-5.032,1,0.0313,156.128,4,0.43,50,snafu records,22191,"['electropop', 'indie_poptimism']",53
4AYTCusq44mkt5Vzbm1YBO,3lsv1KP0pNAdNqXRenFQVu,HONEST ENOUGH,6iWuBN32BqCJAeXW6o3nil,Cautious Clay,176387,True,56,2019-01-30,HONEST ENOUGH,0.746,0.591,0.418,0.00207,9,0.334,-7.88,1,0.0306,115.995,4,0.358,53,Cautious Clay,40071,"['alternative_r&b', 'electropop', 'indie_r&b']",62
1pjk1YeB0mqdBcrACV3b5C,3jPPl73kzB6RaYeoVfgMfd,Blue Wings,6NrkINd80slV25wkBu9mEB,Wild Nothing,225893,False,56,2019-01-16,Blue Wings,0.051,0.566,0.8,0.0248,7,0.0668,-6.774,1,0.0332,130.052,4,0.819,52,Captured Tracks,186191,"['alternative_dance', 'art_pop', 'chillwave', 'dream_pop', 'electropop', 'indie_pop', 'indie_psych-rock', 'indie_rock', 'indie_surf', 'indietronica', 'modern_rock', 'neo-psychedelic', 'new_rave', 'noise_pop', 'nu_gaze', 'preverb', 'shimmer_pop', 'shoegaze']",60
3FP1lXB3bid2MsaYUlRGlW,3BTugAfPvatDKdkIgJ8lSY,BATTLE STAR X PART 1,3uo0ix4Y67XHVWBhXXIY1S,Xavier Wulf,159353,True,44,2019-02-01,MOON STAR,0.174,0.727,0.572,0.393,0,0.136,-7.984,1,0.0786,160.018,4,0.643,52,The Hollow Squad,166536,"['dark_trap', 'emo_rap', 'underground_hip_hop', 'vapor_trap']",63
1gyee1JuFFiP476LQpRMYU,481JiVXZYUlTtqlv9ewJXV,Wonder What's Next,56dO9zeHKuU5Gvfc2kxHNw,Chevelle,238400,False,68,2002,The Red,0.000671,0.509,0.843,0.000803,1,0.348,-3.318,0,0.0488,140.055,3,0.332,68,Epic,795987,"['alternative_metal', 'christian_rock', 'nu_metal', 'post-grunge', 'rap_rock', 'rock']",66
7jqdD1NL36KXsbJ4XeOw3N,1UaMSNMWDczKRwKnp4QZDm,Festival,5dID7TuTjqElOjVuFYCJ9o,John Buckley,208972,False,0,2016-10-14,Festival,0.869,0.732,0.439,0,7,0.0951,-8.619,1,0.0293,90.978,4,0.523,0,Universal Music Group,4104,[],34
64Fmmpq8XD4q8KVgkEU9If,4uFxnZfiuRsIXtHCEvmBCV,Only Through Your Eyes,0I0pGHj36QgKwEck9Ijbiy,Furns,251042,False,40,2016-04-29,Your Love,0.931,0.766,0.338,0.374,1,0.0642,-16.653,1,0.0472,89.98,4,0.286,42,Gateway Music,9287,[],41
6VOhkcnfZpbPqGWGZAQdCY,7iCUeFTCiyvcTJZvMcQBsn,Final Cut,0I0pGHj36QgKwEck9Ijbiy,Furns,244000,False,34,2018-01-12,China,0.855,0.489,0.439,0.893,0,0.106,-12.968,1,0.0313,120.797,3,0.589,41,Gateway Music,9287,[],41
1DOhiRRtEVKAwTRwOl7MWB,4bV21WF0XPA2YNFzd77mnF,In My Head,6kzm1s9Z0leq5UTGwouVTA,Austin Jenckes,223523,False,52,2018-10-19,In My Head,0.403,0.584,0.488,0,8,0.131,-8.02,0,0.0263,136.96,4,0.347,49,Ole Red Dot,2454,[],49
1mbuSss0OVqfS00y7yCNCZ,1Iu5sceGmML4CeQ2f5Q6aO,"Superclean, Vol. II",2sSGPbdZJkaSE2AbcGOACx,The Marías,247455,False,55,2018-09-28,Ruthless,0.713,0.673,0.437,0.152,9,0.117,-11.746,1,0.0325,104.996,4,0.551,60,Superclean Records,84117,['bedroom_pop'],62
43Zj5Zv08xIPCrf3w9aLBO,65XZRJr2BnkPZ0pZtvjSGs,If You,2nUgzaTpZZxmzOh2hGlp64,Khai,193000,False,47,2015-10-16,Do You Go Up,0.941,0.497,0.219,0.0029,1,0.103,-14.512,0,0.177,96.741,5,0.224,45,Octal Sound LLC,12301,['vapor_soul'],45
6A6qBFJHid4WutQu6HHEZt,1GoqBRUPZzBKvMKZxSQ1mp,Walking On A Dream (Special Edition),67hb7towEyKvt5Z8Bx306c,Empire of the Sun,198440,False,71,2009-01-01,Walking On A Dream,0.245,0.87,0.699,6.76e-06,5,0.0588,-5.541,0,0.0459,126.967,4,0.726,71,Capitol Records,748269,"['alternative_dance', 'australian_dance', 'australian_electropop', 'dance-punk', 'electropop', 'indie_pop', 'indietronica', 'modern_rock', 'neo-synthpop', 'new_rave', 'pop']",68
0jBjr0oBBYpVjOKxLMDccN,0XuoJdUWOVZ2r56xKjbi3T,Empathy EP,5Xjhhvk2fT4Xh9AWqcxaom,CHRSBRRY,159085,False,48,2014-02-28,Hey I Miss U,0.615,0.627,0.406,0.22,2,0.168,-15.19,0,0.058,109.169,4,0.127,46,Pure Tapes,3131,[],37
3KKLjyfYERsRUECkbMNVqh,49Eo6rUuHK8mHWiPhHEHXW,Romeo Is Dead,1igl9M102nuD96lo3ZoW5d,Thutmose,152000,True,42,2019-01-31,Romeo Is Dead (Prod. Dan Farber),0.421,0.685,0.605,0,7,0.123,-6.386,0,0.0566,75.0,4,0.693,39,King Thut LLC,24663,"['trap_soul', 'underground_hip_hop']",64
3zWKSvWD4jONuTDlVpN5BT,6YTArquFU7hTMP7uhWgm5Q,affection,2HkSsS8O2U2gPhnCGVN5vn,BETWEEN FRIENDS,235225,False,58,2019-01-30,affection,0.516,0.273,0.565,1.68e-06,2,0.0855,-7.283,1,0.248,179.518,4,0.298,55,Better Sounds/Z Entertainment/Sony Music,3244,[],49
6ZNXYsR3IrHTk0S8mNNZsd,3alHEgBu1HJttjpxx6zrUT,Eighty-Five,3NGzlEJlZf8DGjNPxyTkPD,Ian Kenville,162432,False,26,2018-12-28,Eighty-Five,0.00791,0.8,0.724,0,1,0.0497,-4.732,1,0.192,120.046,4,0.46,22,Ian Kenville Music,75,[],15
1LdeqVjAN4TQUc4HICZgOJ,41oMKVpZJpMlQdK7KEQcwD,No Life,3qFXGTMuVHkHvbYWoKKdqB,Rob Reese,139000,True,40,2019-01-11,No Life,0.206,0.794,0.383,0,1,0.0412,-12.653,1,0.0441,140.055,4,0.974,36,Hugga Bugga,100,[],28
5pjWzUc1tVcewUTdDJd6Ce,5Y7du83uUhCUXobupkRCjN,Pocket Music,6UOV42aOSJ5YrbYzLIfLwr,Sun Rai,266704,False,61,2013-06-11,San Francisco Street,0.224,0.877,0.542,0.132,2,0.0858,-9.102,1,0.0419,111.474,4,0.509,58,Sun Rai,13235,[],49
6mjy0ucssE70feXrqjAcoK,0abR9QPs48rvmV9bvDYhR1,Till We're in the Sea,4QDvXnbmw1znkqkK1119Fc,RKCB,222711,False,52,2019-01-23,Till We're in the Sea,0.617,0.706,0.505,0.000103,0,0.381,-8.277,1,0.0398,118.038,3,0.153,49,AllPoints,47992,"['electropop', 'indie_cafe_pop', 'indie_poptimism', 'indie_r&b', 'pop', 'vapor_soul']",64
1ByiCpLSLTCeCTC8j34FUs,1uGP6fyU7wLSRJEmr91D6h,Company of Now,0oJ4iPEYGXyZh4PrP5Phwl,Anna Stine,176514,False,26,2018-10-28,Bicycle (Intro),0.974,0.436,0.0406,0.09,2,0.316,-15.362,1,0.039,124.367,4,0.282,31,Anna Stine,148,[],23
0H8XxeMHugLz0WhJ46dZUb,2LHdWGC3ajqwNBJf9aK09N,Growing Pains,0oJ4iPEYGXyZh4PrP5Phwl,Anna Stine,234361,False,2,2018-09-07,Growing Pains,0.242,0.809,0.534,2.71e-06,11,0.111,-7.239,0,0.0337,110.881,4,0.524,1,Anna Stine,148,[],23
6pxeG7zfkCLoDpMNdNTXQC,7vbaCmbrPlZyQKyCXYH1xC,Bicycle (feat. klei) [Remixes],2IjiuEObrCKyZvSb8xLxG9,filous,159957,False,30,2019-01-18,Bicycle (feat. klei) - Gavin Moss Remix,0.532,0.824,0.536,0.00044,0,0.127,-10.079,1,0.107,118.966,4,0.61,42,"Ultra Records, LLC",73407,"['deep_house', 'deep_tropical_house', 'tropical_house']",64
7GhZOVHHIMUWzLotMJUprl,5hSqPbILJB2dTobKBIH7cX,SWIM,3Ka3k9K2WStR52UJVtbJZW,Mild Minds,279272,False,34,2018-10-03,Swim,0.371,0.772,0.536,0.656,10,0.0796,-10.785,0,0.0704,109.988,4,0.626,36,Foreign Family Collective,711,[],34
2E70P03j3u2R8Wq3ri5cKL,54ZoewBCWNBZEbhUsjf6Cr,happysad,6wUAn24MOirNVNqQM47fda,GOLDN,174038,False,46,2019-01-25,happysad,0.0352,0.73,0.401,0.00234,8,0.256,-7.062,1,0.0612,83.509,4,0.488,46,ExDirectory Records,4859,[],54
0rTV5WefWd1J3OwIheTzxM,58kvvQvx6OtLqEDhqYSzyM,Talk,6LuN9FCkKOj5PcnpouEgny,Khalid,197487,False,81,2019-02-07,Talk,0.0501,0.9,0.4,0,0,0.0876,-8.443,1,0.124,136.001,4,0.338,78,"Right Hand Music Group, LLC/RCA Records",5010650,['pop'],95
7ILBdP62Bgebga4kPzz0gM,0vTSR2Duir7sv6p9cUMRn9,Eggshell,7adlRX57hqe6Pc4YHrSGG0,Runnner,204685,True,30,2019-02-01,Eggshell,0.0714,0.646,0.546,1.07e-05,7,0.0632,-9.459,1,0.135,87.389,4,0.295,27,Runnner,245,[],20
2LXBxuu0kQM6nKoWMNVVQp,3t9H4HDzErOLCGNSF9ZkCP,Lucid,5dWiBOsD2jLvYWUSR9XdaZ,Matt Storm,297278,False,23,2019-01-25,Lucid,0.858,0.406,0.25,0.00101,11,0.091,-10.611,0,0.0817,80.833,5,0.0985,20,Matt Storm,94,[],21
0C9Vvhr1i3b8BNiVIGapzA,00oz3t7cI3WfwS2oEIZD6x,Quiet Signs,5KTykbPcDB4GYS49jcHbWh,Jessica Pratt,245386,False,42,2019-02-08,Fare Thee Well,0.899,0.425,0.232,0.000687,7,0.111,-11.024,1,0.0308,80.83,4,0.274,50,Mexican Summer,20289,"['art_pop', 'chamber_psych', 'folk-pop', 'freak_folk', 'garage_psych', 'preverb', 'slow_core']",54
7Ky78y9gxAKlujRin3vzZf,2TzaLffI6wNpSstYdP07bv,Ex:Re,3FIsBWNLmqLvTQnhJLAWUJ,Ex:Re,403469,False,41,2018-11-30,Romance,0.884,0.716,0.644,0.617,9,0.138,-12.444,1,0.0718,121.053,4,0.464,50,Glassnote Entertainment Group LLC,19476,['indie_folk'],53
12oa6kHYN9FamPdcpSM54i,2TzaLffI6wNpSstYdP07bv,Ex:Re,3FIsBWNLmqLvTQnhJLAWUJ,Ex:Re,281567,False,39,2018-11-30,The Dazzler,0.343,0.775,0.218,0.00596,9,0.0866,-11.0,1,0.0461,133.036,4,0.361,50,Glassnote Entertainment Group LLC,19476,['indie_folk'],53
1BybndP1YgPEIk6WUnL6kT,0e8ZsVbYFyzRhHYKNOgthl,Platinum Fire (Deluxe),6TvjXbopXg71XRM9OZWqUc,Arin Ray,233265,True,58,2018-12-14,Reckless,0.257,0.686,0.701,0.00281,5,0.088,-5.702,0,0.0968,173.994,4,0.605,58,UMGRI Interscope,24514,"['alternative_r&b', 'deep_pop_r&b', 'indie_r&b', 'r&b', 'trap_soul']",61
77NevYPW8GZKB5i7ZkK3e2,411o5zoD2Nqdkzjd39Mhof,please don't shoot,3ddT1Q3KQAm1G7UcIfz5KJ,convolk,182294,True,40,2018-12-28,please don't shoot,0.281,0.629,0.488,0,0,0.144,-10.464,1,0.0549,158.02,4,0.434,37,CONVOLK RECORDS,15036,"['dark_trap', 'emo_rap', 'lo-fi_beats', 'underground_hip_hop']",57
05SnTFcfGkYCh91CXtFuXH,447C8VKiqalDkgFjb66cbm,Bupropion,4xXlwzlQAvjV07mmGvlT0T,Aftertheparty,243041,True,54,2018-12-25,Bupropion,0.136,0.79,0.291,0.00638,5,0.109,-12.113,1,0.115,157.997,4,0.3,51,Aftertheparty,33267,"['alternative_r&b', 'trap_soul', 'vapor_trap']",55
3wFEa197gBSqFBuMqHvkeD,0e8ZsVbYFyzRhHYKNOgthl,Platinum Fire (Deluxe),6TvjXbopXg71XRM9OZWqUc,Arin Ray,188053,True,33,2018-12-14,Old School,0.0247,0.614,0.61,0.00657,9,0.552,-7.448,1,0.0436,77.99,4,0.404,58,UMGRI Interscope,24514,"['alternative_r&b', 'deep_pop_r&b', 'indie_r&b', 'r&b', 'trap_soul']",61
7AYuSG1LoaaFVKjOxsB6Vh,0l0F5iYVp3gnUOyIQuW82b,Crushed Up,1RyvyyTE3xzB2ZywiAwp0i,Future,150323,True,78,2019-01-04,Crushed Up,0.0372,0.782,0.599,0,10,0.175,-6.817,0,0.209,157.999,4,0.586,74,Epic/Freebandz,7601369,"['atl_hip_hop', 'pop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap_music']",92
7KGFNruz20BVdcSzoQrSlu,7HeVkjfyjlJZqyJyudp3lO,Ivory Waves,2mNtSXTEkEYphNTBpHF6Zd,Ivory Waves,221906,False,50,2017-09-05,After Slice,0.289,0.664,0.348,0.0221,6,0.0632,-8.23,0,0.0357,122.654,4,0.607,47,700707 Records DK,3474,['manitoba_indie'],39
04MLEeAMuV9IlHEsD8vF6A,0DMvfJWc1DjSbmnJF1NW1o,No Stylist,6vXTefBL93Dj5IqAWq6OTv,French Montana,192172,True,87,2018-09-20,No Stylist,0.0215,0.765,0.704,0,5,0.227,-4.589,0,0.127,147.055,4,0.498,83,Epic,2438642,"['hip_hop', 'pop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap_music']",85
5tAa8Uaqr4VvA3693mbIhU,2BM5FQCILC33Va2jOZ11Mu,Ruin My Life,1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,190931,True,88,2018-10-18,Ruin My Life,0.423,0.665,0.699,0,11,0.0969,-5.265,1,0.0578,124.896,4,0.585,84,Epic/Record Company TEN,4337310,"['dance_pop', 'edm', 'electropop', 'pop', 'post-teen_pop', 'r&b', 'swedish_electropop', 'swedish_pop', 'tropical_house']",83
2uKzHG4Ab565JjUtMCNyhf,7vXigJmWgxYNWriKcnOk8h,i wanna be your girlfriend,3uwAm6vQy7kWPS2bciKWx9,girl in red,204990,False,50,2018-03-02,i wanna be your girlfriend,0.0217,0.54,0.381,0.000687,7,0.305,-14.323,1,0.0347,155.882,4,0.343,46,Independent,128751,"['bedroom_pop', 'indie_poptimism', 'lo-fi_beats', 'pop']",63
0h0BIUrAch3T6DVV6bFTKX,6vgKVn0qXj42fppPfO8qwP,Sauce Like This,21dooacK2WGBB5amYvKyfM,Smokepurpp,121704,True,69,2018-12-14,Sauce Like This,0.00545,0.885,0.787,0,1,0.0669,-6.962,1,0.321,146.066,4,0.342,66,Alamo Records / Interscope,1365725,"['miami_hip_hop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap_music', 'underground_hip_hop', 'vapor_trap']",74
2rxQMGVafnNaRaXlRMWPde,53Oa5Bu0UTU8o8qCTaHKoz,This One's for You Too (Deluxe Edition),718COspgdWOnwOFpJHRZHS,Luke Combs,193200,False,79,2018-06-01,Beautiful Crazy,0.676,0.552,0.402,0,11,0.0928,-7.431,1,0.0262,103.313,4,0.382,83,River House Artists/Columbia Nashville,939762,"['contemporary_country', 'country_road']",79
524HX9YFJrC78IHup0Lf93,4o86mwTX9eLwttKik1bkje,Clay,1ejaJ2V5Ea7O43Y32vAwEl,Hudson Scott,226391,False,33,2016-04-22,Clay,0.263,0.651,0.838,0.0809,7,0.0761,-6.751,1,0.0654,96.016,4,0.849,30,Hudson Scott,1381,[],41
3zuMEteRKyQCujA5CiS1jl,61ugFryoO1hHckb2uJI1Sb,Jumpin on a Jet,1RyvyyTE3xzB2ZywiAwp0i,Future,138541,True,70,2019-01-11,Jumpin on a Jet,0.0592,0.825,0.596,5.59e-06,11,0.0895,-6.33,1,0.0902,140.032,4,0.154,66,Epic/Freebandz,7601369,"['atl_hip_hop', 'pop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap_music']",92
4gBqs3P6ktFu6xfbn1fMsB,5ZF7odNbCAKANBfz4JcNXc,All I Do,6VU9Ht3FVOrhBT69pmiwG4,Taj Ralph,218372,True,31,2018-12-07,All I Do,0.0433,0.609,0.663,0,3,0.148,-6.981,1,0.12,143.848,4,0.367,27,Taj Ralph,2117,['australian_r&b'],29
4knHKWetkNFiYHbsGqHljq,4VrBpjOk4RZGtZd2LzJkns,Vessels,2IQDM5URYGYfSMmwhTCmyy,Rationale,206250,False,47,2017-02-10,Tethered,0.745,0.625,0.428,0.000298,1,0.14,-6.758,0,0.0416,111.934,4,0.186,45,Warner Bros./Best Laid Plans,52655,"['indie_anthem-folk', 'indie_r&b', 'uk_contemporary_r&b']",56
4rMXiffcTBsg1QJUcV9Rhn,4p7OubIrnoRbhi3YUbN5Ib,Midnight Snack,4DMSJzGjw2SMkKAT5EEE5u,HOMESHAKE,174342,False,49,2015-09-18,Midnight Snack,0.511,0.745,0.363,0.931,4,0.214,-9.289,0,0.0325,140.063,4,0.71,61,Sinderlyn,186052,"['indie_garage_rock', 'indie_psych-rock', 'indie_r&b', 'indietronica', 'neo-psychedelic', 'quebec_indie']",62
4kJZREiTZW29veTCqU2tTx,4o86mwTX9eLwttKik1bkje,Clay,1ejaJ2V5Ea7O43Y32vAwEl,Hudson Scott,214663,False,9,2016-04-22,Gone,0.156,0.615,0.703,0.00522,9,0.163,-5.932,0,0.0375,75.06,4,0.825,30,Hudson Scott,1381,[],41
3WRIaWsws011vHMd9uzPjG,3LpIwZdzFwc10psLingT8x,Future Hndrxx Presents: The WIZRD,1RyvyyTE3xzB2ZywiAwp0i,Future,228366,True,85,2019-01-18,First Off (feat. Travis Scott),0.013,0.734,0.683,0,1,0.28,-6.105,1,0.0776,162.038,4,0.445,92,Epic/Freebandz,7601369,"['atl_hip_hop', 'pop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap_music']",92
7Im9JRMR5HVp9PmHjCsv75,2XmL9CPsIeAEPra3ALcDB6,She Bad,1MXZ0hsGic96dWRDKwAwdr,Tyla Yaweh,221714,False,65,2018-10-26,She Bad,0.197,0.679,0.526,0,4,0.0792,-7.641,0,0.172,105.133,4,0.231,61,Tyla Yaweh,10910,[],56
2JvzF1RMd7lE3KmFlsyZD8,3XzSOIE6zGLliuqsVGLmUc,MIDDLE CHILD,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,213593,True,93,2019-01-23,MIDDLE CHILD,0.149,0.837,0.364,0,8,0.271,-11.713,1,0.276,123.984,4,0.463,90,"Dreamville, Inc., Under exclusive license to Roc Nation Records",7475248,"['conscious_hip_hop', 'nc_hip_hop', 'pop', 'pop_rap', 'rap']",90
3mJiMnKrpIYSNRRFounMtY,1VtuNSZUOBUZovbPpHqfh4,Inner Monologue Part 1,0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,173306,False,66,2019-01-24,What A Time (feat. Niall Horan),0.652,0.538,0.463,0,0,0.087,-6.185,1,0.0295,132.944,4,0.376,66,Republic Records,1381514,"['dance_pop', 'electropop', 'pop', 'post-teen_pop', 'r&b']",85
7COXchtUOMd6uIT6HvmRaI,13yMsBNa2femeWzhcDOqFw,i'm so tired...,5JZ7CnR6gTvEMKX4g70Amv,Lauv,162582,False,88,2019-01-24,i'm so tired...,0.176,0.599,0.733,0,11,0.242,-7.058,1,0.203,102.211,4,0.534,85,Lauv,942112,"['dance_pop', 'electropop', 'pop', 'post-teen_pop']",85
7AnNzyovHm8UEPW5kNM8Fj,6AOpGYMHkmvzxNZ8QBqsFf,Keanu Reeves,4xRYI6VqpkE3UwrDrAZL8L,Logic,226000,False,62,2019-01-18,Keanu Reeves,0.0582,0.499,0.892,0,2,0.134,-6.459,1,0.274,170.005,4,0.781,58,Def Jam Recordings,3317259,"['conscious_hip_hop', 'dmv_rap', 'hip_hop', 'pop_rap', 'rap']",86
1NHlyKgtR4roNylOhidKSv,1KLUE6sVMdRUxD3MRUyS0M,Girls Have Fun (feat. G-Eazy & Rich The Kid),5LHRHt1k9lMyONurDHEdrp,Tyga,175710,True,80,2019-01-23,Girls Have Fun (feat. G-Eazy & Rich The Kid),0.00586,0.888,0.74,0,8,0.218,-5.363,1,0.238,100.003,4,0.664,76,Last Kings Music / EMPIRE,4586837,"['hip_hop', 'pop', 'pop_rap', 'rap', 'trap_music']",87
75lcPkAkUsKWHGBlGM476R,6qRbGZqJ3aQY8N8bcHc1ug,A Love Letter To You 3,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,175954,True,82,2018-11-09,1400 / 999 Freestyle,0.0079,0.825,0.572,0,6,0.113,-6.067,0,0.0864,141.991,4,0.568,89,"TenThousand Projects, LLC",2584429,"['rap', 'trap_music']",88
6uSSupG4TMu3vW8QgynAB6,6qx6AMrns8Ruk1FinKg2qK,Startender (feat. Offset and Tyga),31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,192779,True,84,2018-12-14,Startender (feat. Offset and Tyga),0.0235,0.736,0.622,0,6,0.151,-4.653,0,0.133,191.971,4,0.506,81,Highbridge the Label / Atlantic Records,2419333,"['rap', 'trap_music']",90
401APsQhssrPs5Pm90048p,0abdpC3vX0osbAbPeAmuzz,Family (feat. Dave East),19HFRWmRCl27kTk6LeqAO8,MORTEN,195855,True,57,2018-03-30,Family (feat. Dave East),0.047,0.702,0.591,0,2,0.0904,-6.886,1,0.26,130.013,4,0.287,53,WM Denmark,32771,[],57
2vhryn2KB8PygtI0DBFCOy,4D7SeW53WFwkW9ejNusT7X,Addison,2rnpDWpFQfRdym9rkfx69M,Sad Penny,227213,False,12,2017-05-12,Addison,0.282,0.582,0.522,0.000972,7,0.171,-9.141,1,0.0281,122.01,4,0.574,9,Bailey Blues Music,369,[],10
5Et7r7nCIWLo0iIo4AhQEY,4PTZY5LCXSO1rC9A1bbTSF,Hold On (feat. Drew Love),3v2NAsnsViisa2k0CNolXW,Rynx,163546,False,60,2019-01-16,Hold On,0.241,0.649,0.834,5.27e-06,7,0.21,-5.127,1,0.0435,101.974,4,0.417,56,Avant Garden/Island Records,43768,[],57
1uiMnGgVTEdFcL4tcl7id3,4bnK9PEhpAg5j3fJTd6KRP,Home Alone,0Vu4A064M7J86SoMA0nrJH,Dan Talevski,165710,False,52,2019-01-04,Home Alone,0.00952,0.52,0.6,0,5,0.0839,-8.237,1,0.0374,148.959,4,0.258,48,Holleration Entertainment,3598,[],49
1saOKLYHBoVNXv98liaEBl,4qSL86dnt11VOJcyKgN06p,3-6-5,4bEp9tVFC4H1Lwy23Vpkoc,JAC,203386,False,28,2018-04-06,3-6-5,0.0723,0.778,0.592,0.000811,1,0.0728,-6.741,1,0.205,167.981,4,0.586,25,JAC / Absorb.,893,[],17
1Ud3QDj6Cgp6RN6RPG7GYz,5Dw1F5pmv7azKvKidONjBG,All Good Things,1nGQBY8g0lDCpprzfqhj1h,Beyond Bridges,244098,False,5,2018-10-19,Snicklefritz,0.129,0.659,0.555,1.09e-05,9,0.0876,-9.16,1,0.0388,95.978,4,0.733,7,Beyond Bridges,166,[],5
71HEg3bYLyMAxHuJ3a6KIM,0bO19AlrcNsk8t5gOqKDgX,I’ll Still Have Me,0lPhSdyfILTWuDUWJRyAk7,Cyn,219267,False,56,2018-09-21,I’ll Still Have Me,0.915,0.604,0.277,1.82e-05,2,0.113,-8.249,1,0.0286,82.922,4,0.22,53,Unsub Records (Caroline),25939,[],51
48o9xqLcWr5sPqNAJF9ft1,0096bb3fdM9UYypFNc24y9,count on,7C3Cbtr2PkH2l4tOGhtCsk,Shallou,206994,False,54,2018-11-29,count on,0.195,0.689,0.503,0.232,8,0.0678,-10.061,0,0.101,116.079,4,0.0634,51,Independent,70984,"['edm', 'electropop', 'indie_poptimism', 'tropical_house', 'vapor_soul']",66
2IRZnDFmlqMuOrYOLnZZyc,6UYZEYjpN1DYRW0kqFy9ZE,Championships,20sxb77xiYeusSH8cVdatc,Meek Mill,180522,True,93,2018-11-30,Going Bad (feat. Drake),0.259,0.889,0.496,0,4,0.252,-6.365,0,0.0905,86.003,4,0.544,94,MMG/Atlantic,2887254,"['hip_hop', 'philly_rap', 'pop', 'pop_rap', 'rap', 'trap_music']",88
61sqsOPon94ecMskeEXwev,0289KRg78G6kSjE9tx9sqE,Better To Lie (with Jesse & Swae Lee),5CiGnKThu5ctn9pBxv7DGa,benny blanco,176055,True,71,2018-11-30,Better To Lie (with Jesse & Swae Lee),0.0376,0.758,0.602,4.77e-06,10,0.111,-7.909,0,0.094,155.038,4,0.519,67,Friends Keep Secrets/Interscope Records,116504,"['dance_pop', 'electropop', 'pop', 'tropical_house']",84
6cPnE82DKBLd7sg02ZNg8K,6UYZEYjpN1DYRW0kqFy9ZE,Championships,20sxb77xiYeusSH8cVdatc,Meek Mill,168494,True,67,2018-11-30,"Splash Warning (feat. Future, Roddy Ricch and Young Thug)",0.00807,0.766,0.703,0,10,0.0618,-5.877,0,0.163,163.06,4,0.331,94,MMG/Atlantic,2887254,"['hip_hop', 'philly_rap', 'pop', 'pop_rap', 'rap', 'trap_music']",88
4iQ5gmTAzWfK8JyFC2LBox,6UYZEYjpN1DYRW0kqFy9ZE,Championships,20sxb77xiYeusSH8cVdatc,Meek Mill,362839,True,74,2018-11-30,What's Free (feat. Rick Ross & Jay Z),0.000322,0.511,0.718,0,11,0.111,-6.293,0,0.404,166.42,4,0.267,94,MMG/Atlantic,2887254,"['hip_hop', 'philly_rap', 'pop', 'pop_rap', 'rap', 'trap_music']",88
3lb5fWSG2p7x8ik8HN9oFR,6UYZEYjpN1DYRW0kqFy9ZE,Championships,20sxb77xiYeusSH8cVdatc,Meek Mill,233749,True,67,2018-11-30,Dangerous (feat. Jeremih and PnB Rock),0.0467,0.734,0.493,0,0,0.0477,-7.528,1,0.308,86.043,4,0.562,94,MMG/Atlantic,2887254,"['hip_hop', 'philly_rap', 'pop', 'pop_rap', 'rap', 'trap_music']",88
48t1aADyfDbDA3TzxqQHrN,547DJFUYOl2SBYJbo2jZX1,RESET,3tJoFztHeIJkJWMrx0td2f,Moneybagg Yo,160481,True,69,2018-11-02,Say Na (feat. J. Cole),0.0337,0.795,0.845,0,1,0.0947,-5.068,1,0.279,159.034,4,0.427,71,N-Less Entertainment/Interscope Records,717974,"['rap', 'southern_hip_hop', 'trap_music']",73
0e6SdnnCCeZWHCJFX3dFp0,5gqaREoRRY0xLWf0aIPJFJ,REASONS,6iWuBN32BqCJAeXW6o3nil,Cautious Clay,135000,True,52,2018-12-05,REASONS,0.419,0.517,0.414,0,11,0.0642,-7.054,0,0.0457,109.507,4,0.231,49,Cautious Clay,40071,"['alternative_r&b', 'electropop', 'indie_r&b']",62
7pdF27mSDuPWhppnHAmWHa,1qsQOC4Jn0fnaUZLAbs4dz,SKINS,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,157776,False,87,2018-12-07,whoa (mind in awe),0.653,0.735,0.525,0.918,6,0.101,-2.939,0,0.0441,160.147,4,0.369,91,Bad Vibes Forever / EMPIRE,10698752,"['emo_rap', 'miami_hip_hop']",97
